,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Audience_imdb_rating,Audience_imdb_count,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
103,5098,12361350,/m/02w10lc,Francis,1950,2900000.0,91.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Animal Picture', 'Black-and-white', 'Fantasy', 'Comedy', 'War film']",6.4,1420,Arthur Lubin,Les Weldon,"Tony Curtis, Donald O'Connor, Patricia Medina, Ray Collins, Zasu Pitts, John McIntire, Eduard Franz, Howland Chamberlain, Howland Chamberlin, James Todd, Robert Warwick, Frank Faylen, Mikel Conrad, Loren Tindall, Charles Meredith, Judd Holdren, Al Ferguson, Roger Moore, Harry Harvey, Peter Prouse, Howard Negley, Duke York, Joseph Kim, Robert Anderson, Jack Shutta, Robert Blunt, Tim Graham, Jim Hayward, Marvin Kaplan, Harold Fong, Chill Wills, Mickey McCardle",Universal,80.0,5.0,67.0,368.0
104,5136,13861985,/m/03cljvq,The Perfect Holiday,2007,5812781.0,96.0,['English Language'],['United States of America'],"['Romantic comedy', ""Children's/Family"", 'Holiday Film', 'Drama', 'Comedy', 'Romantic drama', 'Family Film', 'Romance Film']",4.7,3240,Lance Rivera,"Lance Rivera, Marc Calixte, Nat Mauldin, Jeff Stein","Morris Chestnut, Terrence Howard, Queen Latifah, Gabrielle Union, Faizon Love, Charlie Murphy, Katt Williams, Jill Marie Jones, Rachel True, Malik Hammond, Khail Bryant, Pedro Kim, David Anzuelo, Frank Bonsangue, John Bryant, Paul Woodburn, Modi, Amber Joy Williams, Ira Hawkins, Conor Carroll, Jeremy Gumbs",Yari Film Group,19.0,59.0,52.0,159645.0
105,5193,2372989,/m/0779l0,In Country,1989,3532000.0,120.0,['English Language'],['United States of America'],"['Family Drama', 'Period piece', 'Drama', 'War film', 'Coming of age', 'Romance Film']",5.9,3077,Norman Jewison,"Frank R. Pierson, Cynthia Cidre","Emily Lloyd, Joan Allen, Bruce Willis, Kevin Anderson, John Terry, Peggy Rea, Judith Ivey, Dan Jenkins, Jim Beaver, Richard Hamilton, Heidi Swedberg, Ken Jenkins, Jonathan Hogan, Patricia Richardson, Kimberly Faith Jones, Howard Feuer, Stephen Tobolowsky, Daniel Jenkins, Joe Ross, Rebecca Reynolds, Mike Smith, Aaron Michael Lacey",Warner Home Video,68.0,28.0,37.0,2655.0
106,5213,6218427,/m/0fxcn5,Moving McAllister,2007,42538.0,89.0,['English Language'],['United States of America'],"['Romantic comedy', 'Road movie', 'Romance Film', 'Comedy', 'Indie']",5.2,3879,Andrew Black,Ben Gourley,"Ben Gourley, Mila Kunis, Jon Heder, Rutger Hauer, Hubbel Palmer, Billy Drago, Peter Jason, Catherine Grace, Patrika Darbo, Joe Unger, Mary Pat Gleason, William Mapother, Whitby Hertford, Buck Huntington, Zack Ward, Tomek Debowski, Maclain Nelson, Whit Hertford, Lucila Solá, Allyson Everitt, Tennay Evans",First Independent Pictures,10.0,10.0,29.0,3103.0
107,5332,27754718,/m/0cc5qkt,War Horse,2011,177059441.0,146.0,['English Language'],"['United States of America', 'United Kingdom']","['Drama', 'Period piece', 'Coming of age', 'War film']",7.2,163282,Steven Spielberg,"Richard Curtis, Lee Hall","Peter Mullan, Jeremy Irvine, Emily Watson, Niels Arestrup, David Thewlis, Tom Hiddleston, Benedict Cumberbatch, Celine Buckens, Toby Kebbell, David Kross, Matt Milne, Robert Emms, Eddie Marsan, Nicolas Bro, Rainer Bock, Hinnerk Schonemann, Gary Lydon, Geoff Bell, Liam Cunningham, Jean-Claude Lecas, Justin Brett, Sebastian Hülk, Gerard McSorley, Tony Pitts, Ifran Hussain, Seamus O'Neill, Philippe Nahon, Pat Laffan, Michael Ryan, Peter McNeil O'Connor, Gunnar Atli Cauthery, Julian Wadham, Anian Zollner, Michael Kranz, Hannes Wegener, David Dencik, Edward Bennett, Johnny Harris, Philip Hill-Pearson, Tam Dean Burn, Thomas Arnold, Maximiilian Brueckner, Markus Tomczyk, Peter Benedict, Callum Armstrong, Roy Holder, Paul Alexander, Maggie Ollerenshaw, Beth Ogden, Martin D. Dew",Walt Disney Pictures,75.0,237.0,74.0,69714.0
108,5448,1745419,/m/05spx3,Kicking and Screaming,1995,718490.0,96.0,['English Language'],['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Ensemble Film', 'Comedy of manners', 'Comedy-drama', 'Coming of age', 'Comedy', 'Drama', 'Romance Film']",6.7,14712,Noah Baumbach,Noah Baumbach,"Josh Hamilton, Eric Stoltz, Elliott Gould, Olivia d'Abo, Cara Buono, Chris Eigeman, Parker Posey, Jason Wiles, Jonathan Baumback, Carlos Jacott, Sam Gould, Catherine Kellner, Jonathan Baumbach, John Lehr, Pete Czernin, Eliza Roberts, Chris Reed, Noah Baumbach, Jason S. Kassin, David DeLuise, Thea Goodman, Lauren Katz, Alexia Landau, Perrey Reeves, Tony Giglio, Richard Tacchino, Nico Baumbach, Jose Ignacio Alvarez, Solier Fagundez, Ian Davids, Matthew Kaplan, Dean Cameron, Marissa Ribisi, Kaela Dobkin, Sal Viscuso, Jessica Hecht, Nora Perricone, Melanie Koch",Trimark,57.0,37.0,76.0,8633.0
109,5561,74978,/m/0jz6n,My Darling Clementine,1946,,97.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Action', 'Drama']",7.7,25126,John Ford,"Samuel G. Engel, Winston Miller, Sam Hellman","Henry Fonda, Victor Mature, Linda Darnell, Walter Brennan, Tim Holt, Cathy Downs, Ward Bond, Alan Mowbray, John Ireland, Roy Roberts, Jane Darwell, Grant Withers, J. Farrell MacDonald, Russell Simpson, Don Garner, Francis Ford, Ben Hall, Arthur J. Walsh, Louis Mercier, Mickey Simpson, Fred Libby, William B. Davidson, Earle Foxe, Aleth ""Speed"" Hansen, Dan Borzage, C.E. Anderson, Duke R. Lee, Don Barclay, Margaret Martin, Mae Marsh, Frances Rey, Robert Adler, Jack Pennick, Frank Conlan, Charles Stevens, Harry Woods, Danny Borzage",20th Century Fox Film Corporation,100.0,31.0,86.0,7510.0
110,5656,5721992,/m/0f14x4,Prophecy,1979,54000000.0,102.0,['English Language'],['United States of America'],"['Natural horror films', 'Science Fiction', 'Horror']",5.5,5952,John Frankenheimer,David Seltzer,"Talia Shire, Robert Foxworth, Armand Assante, Richard Dysart, Victoria Racimo, George Clutesi, Tom McFadden, Evans Evans, Burke Byrnes, Mia Bendixsen, Johnny Timko, Everett Creach, Charles H. Gray, Lyvingston Holms, Graham Jarvis, Jim Burk, Bob Terhune, Lon Katzman, Steve Shemayne, John A. Shemayne, Jaye Durkus, Renato Moore",Paramount Pictures,24.0,17.0,36.0,3749.0
111,5689,67414,/m/0hqpp,Marked for Death,1990,,93.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Action', 'Martial Arts Film', 'Action/Adventure']",5.9,23816,"Dwight H. Little, Dwight Little","Mark Victor, Michael Grais","Steven Seagal, Basil Wallace, Keith David, Tom Wright, Joanna Pacula, Elizabeth Gracen, Bette Ford, Danielle Harris, Al Israel, Arlen Dean Snyder, Victor Romero Evans, Michael Ralph, Jeffrey Anderson-Gunter, Elena Sahagun, Tony DiBenedetto, Kevin Dunn, Peter Jason, Danny Trejo, Richard Delmonte, Elana Sahagun, Tom Dugan, Rita Verreos, Joe Renteria, Carlos Cervantes, Wayne Montanio, Nick Corello, Grant Gelt, Justin Murphy, Earl Boen, Nicky Corello, Stanley White, Dale Harimoto, Robert Ashiya Ganta Strickland, Noel L. Walcott III, Prince Ital Joe, Andria Martel, Nick Celozzi, Debby Shively, Craig Pinkard, Matt O'Toole, Linus Huffman, Kerrie Cullen, Jimmy Cliff, Tony Williams, Matt Levin, Philip Tanzini, Leslie Danon, Terri Ivens, Tracey Burch, Teri Weigel, Roger Romero Godbout, Harry John Leamy, John Endeveri, Christopher Allen Goss, Libert Steer, Philip Chen, Rock Deadrick, Einstein Brown, Eric Bernard, Haile Maskel",Twentieth Century Fox Home Entertainment,20.0,10.0,50.0,19533.0
112,5710,818002,/m/03dyd7,Double Jeopardy,1999,177841558.0,105.0,['English Language'],"['United States of America', 'Canada', 'Germany']","['Thriller', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Drama', 'Crime Thriller', 'Action']",6.5,93082,Bruce Beresford,"Douglas S. Cook, David Weisberg, Bruce Beresford","Ashley Judd, Tommy Lee Jones, Bruce Greenwood, Annabeth Gish, Roma Maffia, Davenia McFadden, Jay Brazeau, Gillian Barber, Benjamin Weir, Spencer Treat Clark, Ben Bode, Betsy Brantley, Michael Gaston, Dave Hager, Daniel Lapaine, Fulvio Cecere, Babs Chula, Tracy Vilar, Brennan Elliott, David Fredericks, John Maclaren, Edward Evanko, Bruce Campbell, Angela Schneider, Tom McBeath, David Jacox, Woody Jeffreys, French Tickner, Maria Bitamba, Robin J. Kelley, Dana Owen Still, Gabrielle Rose, Maria R. Herrera, Enuka Okuma, Captain Peter Kimmerly, George Gordon, Anna Hagan, Addison Ridge, Crystal Verge, Joy Coghill, Bernard Cuffling, Barth C. Phillips, Reginald Ringo, Jerome Alexander, George Hunter, Ingrid Torrence, Roger R. Cross, Pamela Perry, Tim McDermott, Keegan Tracy, Jason Douglas, Jeannie Grelier Church, Austin B. Church, Mykel Shannon Jenkins, Joe Simon, Charlie Detraz, Susan LeCourt-Barbe, Ramona Tyler, C. Barrett Downing, Michelle Stafford, Greg Di Leo, Lance Spellerberg, Greg Touliatos, Deryl Hayes, Brent Woolsey, Eliza Murbach, Bob Harris, George Montgomery II, Lossen Chambers, Harold Evans, Thomas M. Mathews, Gordon Starling Jr.",Paramount Pictures,27.0,86.0,61.0,178212.0
113,5713,3788150,/m/0b01kz,Crazy People,1990,,90.0,['English Language'],['United States of America'],"['Romantic comedy', 'Black comedy', 'Romance Film', 'Comedy', 'Parody']",6.0,4890,Tony Bill,Mitch Markowitz,"Dudley Moore, Daryl Hannah, Paul Reiser, Mercedes Ruehl, J.T. Walsh, Ben Hammer, Dick Cusack, Alan North, David Paymer, Danton Stone, Doug Yasuda, Bill Smitrovich, Paul Bates, Floyd Vivino, John Terlesky, David Packer, Larry King, Cliff Eidelman, Randell Haynes, Lorri Lindberg, Ann Pierce, Kim Clark, Pam La Testa, Bob Martana, Jill Pierce, Christine Larson, John Bennes, Julian Bell, Maggie Han, Robert K. Weiss, Lynda A. Clark, Mark Joy, J. Michael Hunter, Alan Haufrect, Mitch Markowitz, Mick McGovern, Lloyd Kino, Robert Ito, John Marshall Jones, John Blythe Barrymore, Corey Carrier, Ed Lillard, Allison Caine",Paramount Home Video,37.0,19.0,62.0,4857.0
114,5749,17551895,/m/047bl9d,Visioneers,2008,,94.0,['English Language'],['United States of America'],"['Black comedy', 'Comedy', 'Indie']",5.9,6259,Jared Drake,"Jared Drake, Brandon Drake","Zach Galifianakis, Judy Greer, Mia Maestro, Missi Pyle, Aubrey Morris, D.W. Moffett, James Le Gros, Fay Masterson, Matthew Glave, Chris Coppola, John Paulsen, John Keister, Pat Cashman",Gravitas,70.0,10.0,54.0,2940.0
115,5800,961777,/m/03tp5h,Mermaids,1990,35419397.0,110.0,['English Language'],['United States of America'],"['Drama', 'Comedy', 'Teen']",6.7,34960,Richard Benjamin,June Roberts,"Winona Ryder, Cher, Bob Hoskins, Michael Schoeffling, Christina Ricci, Caroline McWilliams, Jan Miner, Betsey Townsend, Margery Simkin, Richard McElvain, Paula Plum, Dossy Peabody, William Paul Steele, Rex Trailer, Pete Kovner, Patricia Madden, Justin Marchisio, Caitlin Marie Bottomley, Merle Perkins, Baxter Harris, Carol Moss, Denise Cormier, Al Hodgkins, Tamasin Scarlet Johnson, Sandra Shipley, Russell G. Jones, Shawna Sullivan, Bob Rogerson, Tom Kemp, John McGee, Amy Gollnick, Seacia Pavao",Orion Home Video,74.0,23.0,70.0,51459.0
116,5852,62180,/m/0gtkg,Alice in Wonderland,1933,,76.0,['English Language'],['United States of America'],"['Fantasy', 'Black-and-white']",6.3,2528,Norman Z. McLeod,"Joseph L. Mankiewicz, William Cameron Menzies","Charlotte Henry, Gary Cooper, Roscoe Ates, Edward Everett Horton, Richard Arlen, Billy Barty, William Austin, Billy Bevan, Colin Campbell, Jack Duffy, Rosco Ates, Harvey Clark, Leon Errol, Louise Fazenda, W.C. Fields, Alec B. Francis, Cary Grant, Lillian Harmer, Raymond Hatton, Sterling Holloway, Roscoe Karns, Baby Le Roy, Lucien Littlefield, Mae Marsh, Polly Moran, Jack Oakie, Edna May Oliver, George Ovey, May Robson, Charlie Ruggles, Jackie Searl, Alison Skipworth, Ned Sparks, Ford Sterling, Harry Ekezian, Leslie King, Richard 'Skeets' Gallagher, Meyer Grace, Ethel Griffies, Colin Kenny, Charles McNaughton, Patsy O'Byrne, Will Stanton, Joe Torilla, Julie Bishop",Universal Studios,75.0,8.0,59.0,693.0
117,5946,3238135,/m/090glv,House of the Dead,2003,13818181.0,90.0,['English Language'],"['United States of America', 'Canada', 'Germany']","['Thriller', 'Horror', 'World cinema', 'Action/Adventure', 'Zombie Film', 'Action', 'Teen']",2.1,38265,Uwe Boll,"Dave Parker, Mark A. Altman","Jonathan Cherry, Tyron Leitso, Clint Howard, Ona Grauer, Ellie Cornell, Will Sanderson, William Sanderson, Enuka Okuma, Kira Clavell, Sonya Salomaa, Saloma Salomaa, Michael Eklund, David Palffy, Jürgen Prochnow, Steve Byers, Erica Parker, Birgit Stein, Jay Brazeau, Adam Harrington, Colin Lawrence, Ben Derrick, Elisabeth Rosen, Bif Naked, Penny Phang, Kris Pope, Mashiah Vaughn-Hulburt",Artisan,3.0,61.0,10.0,46861.0
118,5971,1655618,/m/05l1ky,The Apple Dumpling Gang,1975,36853000.0,100.0,['English Language'],['United States of America'],"['Comedy Western', ""Children's/Family"", ""Children's"", 'Drama', 'Comedy', 'Family Film', 'Slapstick']",6.4,6369,Norman Tokar,Don Tait,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, Clay O'Brien, Brad Savage, Stacy Manning, David Wayne, Slim Pickens, Harry Morgan, John McGiver, Don Knight, Dennis Fimple, Pepe Callahan, Iris Adrian, Fran Ryan, Bing Russell, James E. Brodhead, Jim Boles, Olan Soule, Tom Waters, Dawn Little Sky, Joshua Shelley, Richard Lee-Sung, Arthur Wong Ngok Tai, Dick Winslow, Bill Dunbar, James Brodhead, Wally K. Berns",Buena Vista,56.0,9.0,60.0,11088.0
119,5986,23266073,/m/065z3_x,Secretariat,2010,60242305.0,123.0,['English Language'],['United States of America'],"['Horse racing', 'History', 'Docudrama', 'Sports', 'Period piece', 'Biography', 'Drama', 'Family Film']",7.2,30039,Randall Wallace,"Randall Wallace, Mike Rich","Diane Lane, John Malkovich, Dylan Walsh, Dylan Baker, Margo Martindale, Nelsan Ellis, Otto Thorwarth, Fred Dalton Thompson, James Cromwell, Kevin Connolly, Scott Glenn, Michael Harding, Richard Fullerton, Tim Ware, Nestor Serrano, Keith Austin, Eric Lange, Drew Roy, Carissa Capobianco, Amanda Michalka, Sean Cunningham, Jacob Rhodes, Graham McTavish, Tom Sean Foley, Grant Whitacre, Forry Smith, Tom Clark, Ken Strunk, Jazz Undy, Michael Guthrie, Cullen Wallace, Mike Battaglia, Jennifer Trier, Wynn Reichert, Tony Renaud, Tim Layden, William Nack, Pamela Pryor, Kate Ward, Andrew Wallace, Rusty Hendrickson, Michael Boyd, Michael T. Boyd, Michael Mills, Albert Duhon, Audrey Scott, Salid Parker, Slaid Parker, Joe Chrest, Jason Schwartz, Reid Cherner, Hank Goldberg, Dick Jerardi, John McClain, Jay Privman",Walt Disney Pictures,63.0,155.0,76.0,49966.0
120,6163,2129381,/m/06p361,Suspect,1987,49782400.0,121.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Mystery', 'Drama', 'Suspense', 'Courtroom Drama']",6.6,11304,Peter Yates,"Joanne Pagliaro, Eric Roth","Cher, Dennis Quaid, Liam Neeson, John Mahoney, Joe Mantegna, Philip Bosco, E. Katherine Kerr, Fred Melamed, Lisbeth Bartlett, Paul D'Amato, Bernie McInerney, Thomas Barbour, Katie O'Hare, Rosemary Knower, Aaron Schwartz, Lloyd White, Myra Taylor, Bill Cobbs, Sam Gray, Richard Gant, Sandi Ross, Paul de la Rosa, Siona Dixon, Gene Mack, Jim Walton, Stefan Graham, Robert Walsh, Edwin M. Adams, Michael Beach, Prudence Barry, Carl Jackson, Billy Williams, Tony Craig, Jaye Tyrone Stewart, Paul Hjelmervik, Ralph Cosham, Wendy E. Taylor, R.C. Coleman, Djanet Sears, Jack Jessop, Diane Marie L Tomajczyk, Ewart Everard Williams, Greg McKinney, Michael Emmett, Darryl Palmer, David Lyle, Sandra Bowie, Fred Strother",Sony Pictures Home Entertainment,67.0,18.0,58.0,6776.0
121,6264,2354228,/m/0761d1,Soapdish,1991,36489888.0,97.0,['English Language'],['United States of America'],"['LGBT', 'Romantic comedy', 'Parody', 'Media Satire', 'Satire', 'Comedy', 'Romance Film']",6.6,17272,Michael Hoffman,"Robert Harling, Andrew Bergman","Sally Field, Kevin Kline, Whoopi Goldberg, Robert Downey Jr., Cathy Moriarty, Elisabeth Shue, Carrie Fisher, Garry Marshall, Teri Hatcher, Paul Johansson, Arne Nannestad, Tim Choate, Kathy Najimy, Costas Mandylor, Robert Camilletti, Cornelia Kiss, Robert Camiletti, Lora Kennedy, Ben Stein, Marianne Muellerleile, Mary Pat Gleason, Michael Berkowitz, Amy Nabi, Sheila Kelley, Ivory Ocean, Benjamin J. Stein, Barry Kivel, David Byron, Willie Garson, Vince Melocchi, Brick Karnes, Penny Gumeny, Wai Ching Ho, Mary Thompson Hunt, Phil Leeds, Herta Ware, Dorothy Patterson, Nico DeSilva, Armando Molina, Gino Lucci, Clive Rosengren, Leeza Gibbons, John Tesh, Stephen Nichols, Finola Hughes",Paramount Home Video,69.0,36.0,63.0,8838.0
122,6282,4760936,/m/0cly8m,Insomnia,2002,113714830.0,118.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Crime Fiction', 'Remake', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",7.2,311974,Christopher Nolan,Hillary Seitz,"Al Pacino, Robin Williams, Hilary Swank, Maura Tierney, Martin Donovan, Nicky Katt, Paul Dooley, Jonathan Jackson, Katharine Isabelle, Oliver ""Ole"" Zemen, Larry Holden, Jay Brazeau, Lorne Cardinal, James Hutson, Andrew Campbell, Crystal Lowe, Paula Shaw, Tasha Simms, Ken Kirzinger, Malcom Boddington, Kerry Sandomirsky, Emily Perkins, Chris Gauthier, Ian Tracey, Kate Robbins, Emily Jane Perkins, Dean Wray, Oliver ""Ole"" Zemen, Nick Ingman",Warner Bros. Pictures,92.0,203.0,77.0,105399.0
123,6335,22023395,/m/05p0dvd,Objectified,2009,,75.0,['English Language'],['United States of America'],"['Culture & Society', 'Documentary']",7.0,3696,Gary Hustwit,,"Jonathan Ive, Chris Bangle, Karim Rashid, Anthony Dunne, Naoto Fukasawa, Erwan Bouroullec, Dan Formosa, Paola Antonelli, Ideo, Andrew Blauvelt, Hella Jongerius, David Kelley, Bill Moggridge, Marc Newson, Fiona Raby, Dieter Rams, Alice Rawsthorn, Smart Design, Davin Stowell, Jane Fulton Suri, Rob Walker, Ronan Bouroullec, Tim Brown",Plexifilm,81.0,16.0,76.0,1340.0
124,6384,1519783,/m/057lbk,Fantastic Four,2005,330579719.0,106.0,['English Language'],"['United States of America', 'Germany']","['Action/Adventure', 'Science Fiction', 'Action', 'Fantasy', 'Superhero movie']",5.7,339763,Tim Story,"Mark Frost, Michael France, Carl Johansen","Jessica Alba, Chris Evans, Michael Chiklis, Ioan Gruffudd, Julian McMahon, Hamish Linklater, Kerry Washington, Laurie Holden, David Parker, Kevin McNulty, Maria Menounos, Michael Kopsa, Andrew Airlie, Pascale Hutton, G. Michael Gray, David Richmond-Peck, Penelope Corrin, Aonika Laurent, Jason Schombing, Jason Diablo, Colin Lawrence, Paul Belsito, Deejay Jackson, Morgan Reynolds, Gina Holden, Donavon Stinson, Douglas Weston, Tony Alcantar, Brenda M. Crichlow, Brenda Crichlow, Peter Bryant, Lorena Gale, Danielle Dunn-Morris, Nicole Muñoz, Daniel Bacon, Bobby Bysouth, Bobbi Bysouth, Kenny Bartram, Ronnie Renner, Brian Deegan, Marlaina Mah, Tre Verhoeven, Juanita Mirehouse, Stefanie Singer, Little Jamie Watts, Doug Abrahams, Ron Chartier, Stan Lee, Barbara Christabella, Sanja Banic, Ed Hodson, John Speredakos, Jason Kaufman, Preston Peet, Steven Fulani Hart, Bethann Schebece, Lou Torres, Louise Lemoine Torres, Peggy Gormley, Maurice Tyson, Jaimie Mcvittie, Jenni Squair, Lia Salmond, Ellen Ewusie, Ylenia Aurucci, Michelle Kulas, Kate Mullan, Georgia Dewson, Sienna Rose, Hector A. Leguillow, Ben Mulroney, Benedict Mulroney, Terry David Mulligan, Lauren Sanchez, Mark S. Allen, Jon Brady, Taryn Winter Brill, Sara Edwards, Heidi Eng, Jim Ferguson, C.B. Hackworth, Sam Hallenbeck, Mike Waco, Marian Etoile Watson, Richard Ho, Dave Holmes, Andrew Hunsaker, Sergeant Johnson Taylor, Bonnie Laufer-Krebs, Jennifer Lothrop, Lisa Fuller Magee, Bret Martin, Liam Mayclem, Scott Patrick, Shaheem Reid, Sam Rubin, Maria Salas, Devon Soltendieck, Patrick Stoner, Leonard Thomas, Anthony Toscano",20th Century Fox,27.0,214.0,45.0,759204.0
125,6438,164365,/m/015wf0,The China Syndrome,1979,51718367.0,122.0,['English Language'],['United States of America'],"['Thriller', 'Disaster', 'Suspense', 'Action/Adventure']",7.4,32235,James Bridges,"Mike Gray, James Bridges, T.S. Cook","Jane Fonda, Jack Lemmon, Michael Douglas, James Hampton, Peter Donat, Wilford Brimley, Richard Herd, Daniel Valdez, Stan Bohrman, Scott Brady, James Karen, Michael Alaimo, Donald Hotton, Khalilah Ali, Paul Larson, Ron Lombard, Tom Eure, Nick Pellegrino, Dan Lewk, Allan Chinn, Martin Fiscoe, Alan Kaul, E. Hampton Beagle, David Pfeiffer, Lewis Arquette, Dennis McMullen, Rita Taggart, Michael Mann, David Eisenbise, Frank Cavestani, Reuben Collins, Carol Helvey, Trudy Lane, Jack Smith Jr., David Arnsen, Betty Harford, Donald Bishop, Al Baietti, Diandra Morrell, Darrell Larson, Roger Pancake, Joe Lowry, Harry M. Williams, Dennis Barker, Joseph Garcia, James Kline, Alan Beckwith, Clay Hodges, Val Clenard",Columbia Pictures,85.0,34.0,81.0,8905.0
126,6461,1710716,/m/05q87h,The End,1978,44917151.0,100.0,['English Language'],['United States of America'],"['Black comedy', 'Comedy']",6.1,4305,Burt Reynolds,Jerry Belson,"Burt Reynolds, Sally Field, Dom DeLuise, Strother Martin, Joanne Woodward, Kristy McNichol, David Steinberg, Norman Fell, Myrna Loy, Pat O'Brien, Robby Benson, Carl Reiner, Louise Letourneau, Bill Ewing, David Spielberg, Robert Rothwell, Harry Caesar, James Best, Peter Gonzales, Connie Fleming, Janice Carroll, Ken Johnson, Frank McRae, Alfie Wise, Jock Mahoney, Edward Albrecht, Jerry Fujikawa, Patrick Moody, Walter Matthau, Carolyn Martin, Queenie Smith, Jean Ann Coulter",United Artists,60.0,15.0,50.0,2245.0
127,6622,77674,/m/0kbfw,Watch on the Rhine,1943,,114.0,['English Language'],['United States of America'],"['Thriller', 'War film', 'Drama', 'Black-and-white', 'Spy']",7.1,4801,Herman Shumlin,"Dashiell Hammett, Lillian Hellman","Paul Lukas, Bette Davis, Geraldine Fitzgerald, Lucile Watson, Beulah Bondi, George Coulouris, Donald Woods, Henry Daniell, Donald Buka, Eric Roberts (II), Janis Wilson, Helmut Dantine, Mary Young, Kurt Katch, Erwin Kalser, Rudolph Anders, Clyde Fillmore, Frank Wilson, Frank C. Wilson, Clarence Muse, Violet McDowell, Joseph E. Bernard, Jack Mower, Creighton Hale, William Washington, Elvira Curci, Anthony Caruso, Michele Fehr, Jean De Briac, Leah Baird, Howard Hickman, Frank Reicher, Robert C. Fischer, Walter O. Stahl, Glen Cavender, Joseph DeVillard, Wedgewood Nowell, Hans Tanzler, Herma Cordova, Gretl Dupont, Bill Washington, Alan Hale Jr., Garry Owen, Hans Von Morhart",Warner Home Video,80.0,5.0,63.0,600.0
128,6669,1344253,/m/04vcfx,Flubber,1997,177977226.0,93.0,['English Language'],['United States of America'],"['Science Fiction', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy', 'Slapstick']",5.3,93267,Les Mayfield,"Bill Walsh, John Hughes","Robin Williams, Marcia Gay Harden, Christopher McDonald, Raymond J. Barry, Clancy Brown, Ted Levine, Wil Wheaton, Edie McClurg, Scott Michael Campbell, Jodi Benson, Leslie Stefanson, Scott Martin Gershin, Malcolm Brownson, Julie Morrison, Benjamin Brock, Dakin Matthews, Adryenn Ashley, Zack Zeigler, Samuel Lloyd, Bob Sarlatte, Bob Greene, Tom Barlow",Disney,24.0,34.0,33.0,623682.0
129,6693,3038038,/m/08md65,A Nightmare on Elm Street 4: The Dream Master,1988,49369899.0,93.0,['English Language'],['United States of America'],"['Horror', 'Slasher', 'Teen', 'Supernatural']",5.6,60396,Renny Harlin,"Brian Helgeland, Jim Wheat, Ken Wheat, William Kotzwinkle, Scott Pierce","Robert Englund, Lisa Wilcox, Danny Hassel, Rodney Eastman, Andras Jones, Tuesday Knight, Toy Newkirk, Ken Sagoes, Brooke Theiss, Brooke Bundy, Jeff Levine, Nicholas Mele, Hope Marie Carlton, Robert Shaye, Kristen Clayton, Linnea Quigley, Duane Davis, Richard Garrison, Joanna Lipari, Jacquelyn Masche, L.E. Moko, Mickey Yablans, John Beckman",Media Home Entertainment,53.0,30.0,43.0,246613.0
130,6731,7657211,/m/0kvd8n,The Bad Seed,1956,4100000.0,129.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Horror', 'Drama']",7.4,15367,Mervyn LeRoy,John Lee Mahin,"Patty McCormack, Nancy Kelly, Eileen Heckart, Henry Jones, William Hopper, Evelyn Varden, Paul Fix, Jesse White, Gage Clarke, Joan Croydon, Frank Cady",WARNER BROTHERS PICTURES,63.0,27.0,83.0,8639.0
131,6790,168498,/m/016kc2,Starman,1984,28744356.0,115.0,['English Language'],['United States of America'],"['Science Fiction', 'Road movie', 'Fantasy', 'Romantic drama', 'Drama', 'Romance Film', 'Romantic fantasy']",7.0,50484,John Carpenter,"Raynold Gideon, Bruce A. Evans, Gideon Ray, John Carpenter, Dean Riesner","Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel, Robert Phalen, Ralph Cosham, Tony Edwards, John Walter Davis, John Anderson, Stephen Brennan, Ted White, Dirk Blocker, M.C. Gainey, Charlie Hughes, Jennifer Shull, Sean Faro, Russ Benning, Ralph Cosham, David Wells, Anthony Grumbach, James Deeth, Alex Daniels, Carol Rosenthal, Mickey Jones, Lu Leonard, Charles Hughes, Byron Walls, Betty Bunch, Victor McLemore, Steven Brennan, Ron Colby, Pat Lee, Judith Kim, George 'Buck' Flower, Ronald Colby, Robert Stein, Kenny Call, John Carpenter, Jeff Ramsey, Dennis Burkley, Jerry Gatlin, Randy Tutton",Columbia Pictures,85.0,33.0,69.0,24663.0
