,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Audience_imdb_rating,Audience_imdb_count,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
1643,77229,22619573,/m/05zncpd,The Slugger's Wife,1985,,105.0,['English Language'],['United States of America'],"['Romantic comedy', 'Baseball', 'Sports', 'Drama', 'Comedy', 'Music', 'Romantic drama', 'Romance Film']",4.4,1243,Hal Ashby,Neil Simon,"Rebecca De Mornay, Michael O'Keefe, Martin Ritt, Randy Quaid, Lisa Langlois, Cleavant Derricks, Loudon Wainwright III, Georgann Johnson, Edwin H. Cipot, Steve Daniels Jr., Danny Tucker, Lynn Whitfield, Phillipe Fontanelli, Al Garrison, Nicandra Hood, Ginger Taylor, René Lefèvre, Kay Mclelland, Julie Kemp, Erby Walker, Dennis Burkley, Alisha Das, Johnny B. Watson Jr., Dan Biggers, Justine Thielemann, Marc Clement, Richard Alan Reiner, Valerie Mitchell, Eddie Cipot, Stephen H. Stier, Kay McClelland, David R. Yood, Alex Hawkins, John B. Sterling, Harmon L. Wages, John W. Bradley, Jerome Olds, Kevin James Barnes, John Lawhorn, Tina Kincaid, Martha Harrison, Becky Pate, Henry J. Rountree, David M. Pallone, Wallace Merck, George Jack Klarman, Mort Schwartz, Douglas Garland Nave, Bill G. Fite, Al Hrobosky, George Stokes, Mark Fidrych, Pete Van Wieren, Ernie Johnson, Skip Caray, Nick Charles, Collin Fagan, Chico Renfroe, Tony Peck, Corey B. McPherrin, Charles Darden, John Buren Solberg, Brad Nessler",Columbia Pictures,0.0,9.0,21.0,867.0
1644,77239,31336743,/m/0fpcgnq,The Music Never Stopped,2011,150515.0,105.0,['English Language'],['United States of America'],"['Drama', 'Indie']",7.5,8621,Jim Kohlberg,"Gary Marks, Gwyn Lurie","J.K. Simmons, Cara Seymour, Lou Taylor Pucci, Scott Adsit, James Urbaniak, Max Antisell, Ryan Karels, Peggy Gormley, Tammy Blanchard, Josh Segarra, Xander Johnson, Jesse Roche, Julia Ormond, Erica Berg, Mia Maestro, Wade Mylius, Lance Rubin, Matt McCarthy, Rashad Edwards, James Eason, Phil Bender, Rich Campbell, Buzz Roddy, Richard Campbell, Ethan F. Hamburg, Mark Greenberg, Paul Sigrist, Martin Moran",Roadside Attractions,67.0,49.0,81.0,2502.0
1645,77323,1409665,/m/04_73f,Bowfinger,1999,,97.0,['English Language'],['United States of America'],"['Comedy of Errors', 'Comedy']",6.5,73034,Frank Oz,Steve Martin,"Steve Martin, Eddie Murphy, Heather Graham, Christine Baranski, Terence Stamp, Robert Downey Jr., Jamie Kennedy, Adam Alexi-Malle, Kohl Sudduth, Alejandro Patiño, Alfred De Contreras, Johnny Sanchez, Claude Brooks, Barry Newman, Ramiro Fabian, Kevin Scannell, John Prosky, Michael Dempsey, Walter Powell, Phill Lewis, Marisol Nichols, Nathan Anderson, Brogan Roche, John Cho, Lloyd Berman, Zaid Farid, Aaron Brumfield, Kevin Grevioux, Kimble Jemison, Alex Craig Mann, Laura Grady, Reamy Hall, Michelle Boehle, Kimberly Baum, Megan Denton, Janet Jaeger, Hope Wood, Addie Yungmee, Andrea Toste",Universal Studios,81.0,111.0,61.0,74181.0
1646,77328,6773386,/m/0gn7k5,The Errand Boy,1961,,92.0,['English Language'],['United States of America'],"['Comedy', 'Slapstick']",6.4,2107,Jerry Lewis,"Jerry Lewis, Bill Richmond","Jerry Lewis, Brian Donlevy, Dick Wesson, Howard McNear, Felicia Atkins, Kathleen Freeman, Mary Ritts, Paul Ritts, Isobel Elsom, Fritz Feld, Iris Adrian, Renée Taylor, Stanley Adams, Sig Rumann, Doodles Weaver, Kenneth MacDonald, Joey Forman, David Landfield, Del Moore, Rita Hayes, Pat Dahl, Mike Mazurki, Dan Blocker, Lorne Greene, Michael Landon, Pernell Roberts, Murray Alper, Phil Arnold, Richard Bakalyan, Don 'Red' Barry, Bellfontevro, John Benson, Joe Besser, Jan Bradley, Sue Casey, Connie Cezon, Harry V. Cheshire, Booth Colman, Theodora Davitt, Jean Engstrom, Judy Erwin, Milton Frome, Barry Gray, Daryn Hinton, Bob Hopkins, Judy Howard, Robert Ivers, Hank Ladd, Dick Wessel, Francis Lax, Barry Livingston, Sally Mansfield, Mickey Manners, Quinn O'Hara, 'Snub' Pollard, Sherwood Price, Roscoe Ates, Hal Rand, Tony Regan, Caroline Richter, Sheila Rogers, Michael Ross, Benny Rubin, Frank J. Scannell, Jeanne Taylor, Mary Treen, Herb Vigran, William Wellman Jr., Dick Winslow",Paramount Pictures,50.0,10.0,72.0,2258.0
1647,77387,4147193,/m/0blms6,Extremities,1986,,89.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Drama', 'Crime Thriller']",6.3,4179,Robert M. Young,"William Mastrosimone, Andy Goldberg, Edwin Cook, Roger Steffens, Wendy Cutler","Farrah Fawcett, James Russo, Diana Scarwid, Alfre Woodard, Sandy Martin, Eddie Velez, Tom Everett, Donna Lynn Leavy, Enid Kent, Michael C. Hennessy, Michael Hennessy, Danika Hendrickson, Clare Wren, James Avery",Paramount Home Video,40.0,10.0,65.0,1280.0
1648,77456,18586060,/m/04f_z22,Ice People,2008,,77.0,['English Language'],[],"['World cinema', 'Documentary']",6.5,43,Anne Aghion,Anne Aghion,"Adam R. Lewis, Allan A. Ashworth, Adam Lewis, Andrew Podoll, Kelly Gorz",Milestone Films,89.0,9.0,100.0,37.0
1649,77530,4221457,/m/0bqrg5,The Ice Pirates,1984,14255801.0,91.0,['English Language'],['United States of America'],"['Parody', 'Science Fiction', 'Western', 'Adventure', 'Comedy']",5.6,11591,Stewart Raffill,Stanford Sherman,"Bruce Vilamch, Robert Urich, Mary Crosby, Anjelica Huston, John Carradine, Michael D. Roberts, John Matuszak, Ron Perlman, Natalie Core, Todd Allen, Billy Bates, Jeremy West, Kenny Endoso, Bruce Vilanch, Alan Caillou, Alan R. Gibbs, Marcia Lewis, Daryl Roach, Bob Ozman, Robert Symonds, Eddie Paul, Gary Brockette, Larry Charles White, Rockne Tarkington, Ian Abercrombie, Hank Worden, Bonnie Campbell-Britton, Carmen Filpi, John Gillespie, Patty Maloney, Myron Natwick, Raymond Skipp, Debra Troyer, Diana Webster, Shane McCamey, Ric Young, Max von Sydow, Steffen Zacharias, Richard Young",MGM/UA Entertainment Company,9.0,11.0,49.0,9232.0
1650,77568,4593958,/m/0cbn7c,The Maltese Falcon,1941,,100.0,['English Language'],['United States of America'],"['Thriller', 'LGBT', 'Detective fiction', 'Detective', 'Black-and-white', 'Mystery', 'Crime Fiction', 'Film adaptation', 'Drama', 'Crime Thriller', 'Film noir']",8.0,164259,John Huston,John Huston,"Humphrey Bogart, Mary Astor, Peter Lorre, Sydney Greenstreet, Gladys George, Barton MacLane, Lee Patrick, Ward Bond, Jerome Cowan, Walter Huston, James Burke, Murray Alper, John Hamilton, Emory Parnell, Creighton Hale, Elisha Cook Jr., Charles Drake, William Hopper, Hank Mann, Jack Mower, Robert E. Homans",Warner Bros.,100.0,56.0,91.0,57852.0
1651,77570,1195558,/m/04gcxn,Hype!,1996,,84.0,['English Language'],['United States of America'],"['Music', 'Rockumentary', 'Biography', 'Documentary']",7.6,2836,Doug Pray,,"Ledge Morrisette, Dave Crider, John Mortenson, Aaron Roeder, Charles Peterson, Art Chantry, Jack Endino, Chris Eckman, Carla Torgerson, Nils Bernstein, Steve Fisk, Dawn Anderson, Matt Cameron, Kim Thayil, Kim Warnick, Kurt Block, Lulu Gargiulo, Calvin Johnson, Van Conner, Barrett Martin, Buzz Osborne, Dale Crover, Don Blackstone, Matt Wright, Tom Price, Joe Newton, Mark Arm, Steve Turner, Jim Sangster, Tad Hutchison, Scott MacCaughey, Leighton Beezer, Martin Rushent, Conrad Uno, Ron Heathman, Eddie Spaghetti Emerson, Dan Siegal, Daniel House, Kurt Danielson, Thomas ""Tad"" A. Doyle, Jonathan Poneman, Bruce Pavitt, Megan Jasper, Susan Silver, Susie Tennant, Eddie Vedder, Blake Wright, Rob Skinner, Peter Litwin, David Brooks, Jeff Lorien, Selene Vigil, Elizabeth Davis, Valerie M. Agnew, Mike Vraney, John Atkins, Wade Neal, Frank Harlan, Love Battery, Some Velvet Sidewalk",Lionsgate,92.0,26.0,87.0,1710.0
1652,77617,3533153,/m/09jy5h,Hail the Conquering Hero,1944,,101.0,['English Language'],['United States of America'],"['Comedy of Errors', 'Screwball comedy', 'Satire', 'Comedy', 'Black-and-white']",7.6,5053,Preston Sturges,Preston Sturges,"Eddie Bracken, Ella Raines, William Demarest, Raymond Walburn, Bill Edwards, Jimmie Dundee, Georgia Caine, Al Bridge, James Damore, Freddie Steele, Alan Bridge, Stephen Gregory, Len Hendry, Esther Howard, Elizabeth Patterson, Jimmy Conlin, Arthur Hoyt, Harry Hayden, Franklin Pangborn, Victor Potel, Torben Meyer, Jack Norton, Merrill Rodin, John Sinclair, Robert Warwick, Chester Conklin, George Melford, Frank Moran, Tom McGuire, Philo McCullough, Franklyn Farnum, Kenneth Gibson, Paul Porcasi, George Anderson, Julie Gibson, Mildred Harris, Dot Farley, Marjean Neville, Maxine Fife, Pauline Drake, Dewey Robinson, Charles R. Moore, Miriam Franklin, Franklin Farnum",MCA Universal Home Video,95.0,20.0,85.0,611.0
1653,77656,1438158,/m/051k2t,Megaforce,1982,5675599.0,99.0,['English Language'],"['United States of America', 'Hong Kong']","['Science Fiction', 'Action', 'Fantasy', 'Adventure', 'Chinese Movies']",3.6,4218,Hal Needham,"Andre Morgan, Hal Needham, James Whittaker, Albert S. Ruddy","Barry Bostwick, Persis Khambatta, Michael Beck, Edward Mulhare, George Furth, Henry Silva, Michael Kulcsar, Ralph Wilcox, Evan C. Kim, Anthony Penya, Michael Carven, J. Victor Lopez, Bobby Bass, Samir Kamour, Youssef Merhi, Roger Lowe, Robert Fuller, Ray Hill Jr.",20th Century Fox Film Corporation,0.0,14.0,42.0,1029.0
1654,77705,35468086,/m/0j5zsjl,Battlefield America,2012,,106.0,['English Language'],['United States of America'],"['Musical', 'Drama']",2.6,1497,,,"Marques Houston, Mekia Cox, Lynn Whitfield, Christopher Michael Jones, Tracey N. Heggins, Tristen Carter, Gary Anthony Sturgis, Valarie Pettiford, JoJo Wright, Michael Toland, Big Boy, Ricky Harris, Chandler Kinney, Russel Ferguson, Kida Burns, Gavin Pecson, Zach Belandres, Neiko Keiyan, Adam Cravens, Edward Mandell, Kyle Brooks, Camren Bicondova, Kristopher Mangonon, Alexandria Porter, Kaela Elmido",Cinedigm Entertainment,8.0,13.0,53.0,4309.0
1655,77738,9382823,/m/0286nkw,Below,2002,605562.0,105.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Science Fiction', 'War film', 'Horror', 'Supernatural']",6.1,23731,David Twohy,"David Twohy, Darren Aronofsky, Lucas Sussman","Matthew Davis, Bruce Greenwood, Olivia Williams, Scott Foley, Holt McCallany, Zach Galifianakis, Jason Flemyng, Dexter Fletcher, Nick Chinlund, Jonathan M. Hartman, Matthew Leitch, Andrew Howard, Christopher Fairbank, Nick Hobbs, Tim Plester, Crispin Layfield, Sebastian Knapp, Max Casali, Alexis Conran, Gary Broadway, Craig Blake, Mitchell Barnett, David Crow, Chris Bridgeman, David Twohy, Chuck Ellsworth",Dimension Films,64.0,70.0,44.0,7923.0
1656,77794,12918906,/m/02y_lrp,The Love Guru,2008,40863344.0,87.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Romantic comedy', 'Comedy of manners', 'Sports', 'Comedy', 'Romance Film']",3.8,54394,Marco Schnabel,"Mike Myers, Graham Gordy","Mike Myers, Jessica Alba, Justin Timberlake, Romany Malco, Verne Troyer, Meagan Good, Manu Narayan, John Oliver, Stephen Colbert, Jim Gaffigan, Ben Kingsley, Robert Blake, Omid Djalili, Telma Hopkins, Jessica Simpson, Deepak Chopra, Rob Blake, Kanye West, Mariska Hargitay, Daniel Tosh, Ron Huebel, Rob Grfroerer, Linda Kash, Bob Bainborough, Rob Gfroerer, Gotham Chopra, Suresh John, Trevor Heins, Autam Chopra Aka, Jaan Padda, Mike Nahrgang, Matt Baram, Boyd Banks, Samantha Bee, Garry Robbins, Peter Schoelier, Ben Gans, Taylor Flood, Alexia Filippeos, Shakti Kupil, Graham Gordy, Michelle Marshall, Jahlani Bishop, Zoia Davis, Donna Ellis, Jazmine Jeffrey, Danielle Johnson, Carlisa Lewis, Elyssa Marshall, Jamila Mason, Nathaniel Robinson, Helen Semmunigus, Daniel Skeete, Tierra McRae-Spence, Kadesha Webb, Clarice Gillard, Raemiah Dorrington, Knikole Frans, Zachary Jones-Hurst, Tyra Jones-Hurst, Adisa Liburd, Sabrina Morris, Nadine Muir, Larissa Abrams-Ogg, Tracey Soman, Alpha Kayondo, Ashton Williams, Madhumita Sen, Uppekha Jain, Dani Jazzar, Karun Pathak, Sachin Bhatt, Prosenjit Kundu, Robert Halley, Sharat Chawla, Namita Kapoor, Hetal Patel, Nazneen Irani, Shereen Ladha, Sharona D'Ornellas",Paramount Pictures,14.0,176.0,33.0,240560.0
1657,77827,2912982,/m/08c4yn,The Proposition,2005,,104.0,['English Language'],"['Australia', 'New Zealand', 'United Kingdom']","['Crime Fiction', 'World cinema', 'Costume drama', 'Period piece', 'Psychological thriller', 'Action/Adventure', 'Western', 'Drama']",7.3,54363,John Hillcoat,Nick Cave,"Guy Pearce, Ray Winstone, Danny Huston, John Hurt, David Wenham, Emily Watson, Noah Taylor, Tom Budge, Garry Waddell, Leah Purcell, Mick Roughan, Richard Wilson, Jeremy Madrona, Tom E. Lewis, Jae Mamuyac, Shane Watt, Robert Morgan, David Gulpilil, Bryan Probets, Oliver Ackland, David Vallon, Daniel Parker, Carl Rush, Iain Gardiner, Bogdan Koca, Sue Dwyer, Lance Medlin, Rodney Boschman, Boris Brkic",First Look Pictures,85.0,129.0,85.0,68947.0
1658,77837,1105412,/m/046f3p,Kinsey,2004,16918723.0,118.0,['English Language'],"['United States of America', 'Germany']","['LGBT', 'Biography', 'Period piece', 'Drama', 'Biopic [feature]', 'Biographical film']",7.1,50571,Bill Condon,Bill Condon,"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard, Timothy Hutton, John Lithgow, Tim Curry, Oliver Platt, Dylan Baker, Julianne Nicholson, William Sadler, John McMartin, Veronica Cartwright, Kathleen Chalfant, Heather Goldenhersh, Dagmara Dominczyk, Lynn Redgrave, Harley Cross, Benjamin Walker, Matthew Fahey, William Sadley, Will Denton, John Krasinski, Susan Blommaert, Arden Myrin, Romulus Linney, Katharine Houghton, David Harbour, Judith J.K. Polson, Leigh Spofford, Thomas Luke MacFarlane, Mike Thurstlic, Jarleth Conroy, Bill Buell, Michele Federer, Alvin Keith, Amy Wilson, Maryellen Owens, Roderick Hill, Peg Small, Don Sparks, Joe Zaloom, Kate Reinders, Mara Hobel, Lindsay Schmidt, Jason Patrick Sands, Marcel Simoneau, Bobby Steggert, John Pruitt, John Epperson, Jefferson Mays, Mark Mineart, Martin Murphy, Kate Jennings Grant, Barry Del Sherman, Fred Burrell, Michael Arkin, Dan Ziskie, Tuck Milligan, Edwin J. McDonough, John Ellison Conlee, Arthur French, Chandler Williams, Jamie Tirelli, Draper Shreeve, Phillip Kushner, Joseph Badalucco Jr., Henrietta Mantooth, Doris Smith, Reno, Pascal Armand, Sean Skelton, Steven Edward Hart, Clifford David, Randy Redd, Carter Burwell",Fox Searchlight Pictures,90.0,196.0,75.0,34233.0
1659,77892,1015585,/m/03zf34,Glitter,2001,5271666.0,104.0,['English Language'],['United States of America'],"['Romantic drama', 'Musical', 'Drama', 'Romance Film']",2.4,23945,Vondie Curtis-Hall,Kate Lanier,"Mariah Carey, Max Beesley, Da Brat, Tia Texada, Valarie Pettiford, Ann Magnuson, Terrence Howard, Dorian Harewood, Grant Nickalls, Eric Benét, Padma Lakshmi, Isabel Gomes, Don Ackerman, Ed Sahely, Carmen Wong, James Allodi, Damon D'Oliveira, Mauricio Rodas, Marcia Bennett, Abdul Shawish, Chris Tessaro, Courtnie Beceiro, Lindsey Pickering, Kim Roberts, Bill Sage, Tim Burd, Brian Heighton, Matthew Olver, Colleen Bennett, J.C. Kenny, Jamia Eaton, Emanuel Arruda, Claire Burton, Kyle Thrash, Sonya Hensley, Kevin Keith, Novie Edwards, Dan Chameroy, Anthony Ashbee, Tanya Kim, Jeni Anderson, Jose Arias, Michael Egan, Judi Mark, Kate McNeil, Craig ""Radioman"" Castaldo, Neisha Folkes, Lionel Alston Williams, Mark Mclean, John T. Davis, Rich Brown, Dan Sutcliffe, Mike Jackson, Amy Todd, Michelle Carbery, Craig Estrella, Carlos M. Morgan, Pharaoh Lambert, Andrew Craig, Joe Heslip, Simon Craig, Joel Joseph, David Meinke, Martin Samuel, Rhett George, Louis Paquette, Takeshi Yamamoto, Corrie Daniel, Paul Cantuba, Tony Thompson",20th Century Fox,6.0,87.0,48.0,44321.0
1660,77915,7856117,/m/026gfr1,Mimic 2,2001,,82.0,['English Language'],['United States of America'],"['Thriller', 'Natural horror films', 'Science Fiction', 'Horror', 'Creature Film']",4.5,6023,Jean de Segonzac,,"Bruno Campos, Will Estes, Joseph Hodge, Alix Koromzay, Jon Polito, Bob Rumnock, Edward Albert, Gaven Eugene Lucas, Jody Wood, Jim O'Heir, Brian Leckner, Paul Schulze, Michael Tucci, Bill Cho Lee, Aaron Fors, Alex Draper, Dick Stilwell, Michael Regan, Donn Carl Harper, Scott Klace, J.D. Rosen, Marc Schwarz, Michael Garvey",Miramax,8.0,13.0,12.0,8963.0
1661,77920,31267756,/m/0gjc1d3,Stolen,2012,2106557.0,96.0,['English Language'],['United States of America'],['Action'],5.5,46069,Simon West,David Guggenheim,"Nicolas Cage, Josh Lucas, Danny Huston, Malin Akerman, Sami Gayle, John McConnell, Marcus Lyle Brown, Matt Nolan, Edrick Browne, Mark Valley, Barry Shabaka Henley, M.C. Gainey, J.D. Evermore, Garrett Hines, Kevin Foster, Tanc Sade, Dan Braverman, Jon Eyez, Tyler Forrest, Shanna Forrestall, Brian Kinney, Joe Nin Williams, Derek Schreck, Tim Bell, Kyle Clements, Dave Davis, Bernadette Ralphs, Emily West, Randall Nelms",Millennium Entertainment,20.0,20.0,34.0,10207.0
1662,77924,1188721,/m/04frx1,The Fighting Seabees,1944,,100.0,['English Language'],['United States of America'],"['Adventure', 'Black-and-white', 'Action/Adventure', 'War film', 'Action', 'Combat Films']",6.4,3857,"Edward Ludwig, Howard Lydecker","Borden Chase, Aeneas MacKenzie","John Wayne, Susan Hayward, Dennis O'Keefe, William Frawley, Leonid Kinskey, J.M. Kerrigan, Grant Withers, Paul Fix, Ben Welden, William Forrest, Addison Richards, Jay Norris, Duncan Renaldo, Crane Whitley, William Hall, Charles D. Brown, Roy Barcroft, Chief Thundercloud, Charles Trowbridge, Hal Taliaferro",Republic,100.0,6.0,73.0,4457.0
1663,77961,29650834,/m/0fq2d51,Safe House,2012,202482728.0,115.0,['English Language'],"['United States of America', 'South Africa']","['Action/Adventure', 'Crime Fiction', 'Action', 'Thriller', 'Mystery']",6.7,232068,Daniel Espinosa,David Guggenheim,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Ruben Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman, Fares Fares, Jena Dover, Stephen Rider, Daniel Fox, Tracie Thoms, Sara Arrington, Kenneth Fok, Bryan Van Niekerk, Nicole Sherwin, Pope Jerrod, Allen Irwin, Jake McLaughlin, Aidan Bennetts, Vernon Willemse, Traian Milenov, Dumani Mtya, Thembaletu Tyutu, Oliver Bailey, Roy Taylor, Boris Martinez, Stephen Bishop, Scott Sparrow, Justin Shaw, Fana Mokena, Jody J. Abrahams, Dirk Stoltz, Craig Palm, Craig Hawks, Tyrone Dadd, Tilly Powell, Lynita Crofford, Tanit Phoenix, Abdul Ntotera, Ayabonga Mtekeli, Nambitha Mpumlwana, Lelethu Nongalaza, Namhla Tshuka, Simphiwe Mabuya, Louis Gouws, Jerry Mofokeng, Robert Hobbs (II), John C. King, Bruce A. Young, Aidan Whytock, Geon Nel",Universal Pictures,53.0,192.0,63.0,118625.0
1664,78045,855797,/m/03hmr4,A Walk to Remember,2002,47494916.0,101.0,['English Language'],['United States of America'],"['Melodrama', 'Coming of age', 'Film adaptation', 'Drama', 'Romantic drama', 'Romance Film', 'Teen']",7.3,218317,Adam Shankman,Karen Janszen,"Shane West, Mandy Moore, Peter Coyote, Daryl Hannah, Al Thompson, Clayne Crawford, Lauren German, Paz de la Huerta, Jonathan Parks Jordan, Matt Lutz, David Andrews, Charles E. Bailey, Mervyn Warren, David Lee Smith, Marisa Miller, Dean Mumford, Gordon Groddy, Paula Jones, Anne Fletcher, Cassidy Ladden, Alan Butler, Janie Barnett, Elaine Caswell, Vivian Cherry, Robin Clark, Frances E. Davis, Diva Gray, Nikki Gregoroff, Xavier Hernandez, Seth Howard, Arlene Martell Martin, Dino Muccio, Kevin Osborne, Jason Paige, Willie Teacher, Julia Ann West, Eddie Zimmerhoff",Warner Bros. Pictures,27.0,103.0,78.0,31402117.0
1665,78072,1428952,/m/050t8z,Performance,1970,,105.0,['English Language'],['United Kingdom'],"['Crime Fiction', 'Drama', 'Musical', 'Experimental film', 'Gangster Film']",6.7,11134,"Nicolas Roeg, Donald Cammell",,"Mick Jagger, James Fox, Anita Pallenberg, Michèle Breton, Ann Sidney, John Bundon, John Bindon, Stanley Meadows, Allan Cuthbertson, Anthony Morton, Johnny Shannon, Anthony Valentine, Ken Colley, John Sterland, Laraine Wickens",Warner Bros. Pictures,85.0,34.0,79.0,5183.0
1666,78080,19554171,/m/04n1s9m,Cats & Dogs: The Revenge of Kitty Galore,2010,112483764.0,82.0,['English Language'],"['United States of America', 'Australia']","[""Children's/Family"", 'Family Film', 'Action', 'Comedy', 'Animal Picture']",4.3,15954,Brad Peyton,"Ron J. Friedman, Steve Bencich","James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Alec Baldwin, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Paul Rodriguez, E.G. Daily, Phil LaMarr, Dawn Chubai, Keith Dallas, Pascale Hutton, Grey DeLisle, Len Morganti, Betty Phillips, Chris Parson, Bumper Robinson, Roger L. Jackson, Rick D. Wasserman, Bonnie Cahoon, J.K. Simmons, Carlos Alazraqui, Chris O'Donnell, Jack McBrayer, Fred Armisen, Kiernan Shipka, Michael Beattie, Jeff Bennett, Malcolm Stewart, Ingrid Tesch, Amitai Marmorstein, Robert Hewko, Mark Burgess, Sage Brocklebank, André Sogliuzzo, Christopher Lennertz",Warner Bros. Pictures,13.0,99.0,38.0,70153.0
1667,78113,3338389,/m/096l2g,The Gang's All Here,1943,,103.0,['English Language'],['United States of America'],"['Musical', 'Romance Film']",6.6,2020,Busby Berkeley,"Walter Bullock, Ed Kelso","Alice Faye, James Ellison, Benny Goodman, Carmen Miranda, Phil Baker, Eugene Pallette, Charlotte Greenwood, Edward Everett Horton, Tony De Marco, Sheila Ryan, Dave Willock, June Haver, Miriam Lavelle, Charles Saggau, Deidre Gale, George Dobbs, Gabriel Canzoza, Robb Wilton, Leon Belasco, Frank Faylen, Russell Hoyt, Virginia Sale, Leyland Hodgson, Lee Bennett Sobel, Jeanne Crain, Lillian Yarbo, Frank Darien, Al Murphy, Hallene Hill, Gabriel Canzona, Fred Walburn, Benny Goodman Orchestra, Virginia Wilson",Twentieth Century Fox,100.0,8.0,69.0,593.0
1668,78134,15048299,/m/03h5wg7,Brigadoon,1954,2250000.0,108.0,['English Language'],['United States of America'],"['Musical', 'Fantasy', 'Romance Film']",6.8,9072,Vincente Minnelli,Alan Jay Lerner,"Gene Kelly, Cyd Charisse, Van Johnson, Barry Jones, Elaine Stewart, Hugh Laing, Albert Sharpe, Virginia Bosier, Jimmie Thompson, Jimmy Thompson, Tudor Owen, Owen McGivney, Owen McGiveney, Dee Turnell, Dody Heath, Eddie Quillan, Madge Blake, George Chakiris, Warren MacGregor, Stuart Whitman",MGM,85.0,13.0,72.0,9336.0
1669,78163,24742411,/m/07ydc2w,The Missing Person,2009,,95.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Detective fiction', 'Indie', 'Detective', 'Mystery', 'Drama', 'Comedy', 'Crime Thriller']",6.0,1674,Noah Buschel,Noah Buschel,"Michael Shannon, Frank Wood, Amy Ryan, Linda Emond, John Ventimiglia, Margaret Colin, Paul Sparks, Yul Vázquez, Paul Adelstein, Kate Arrington, Anthony Esposito, Liza Weil, Daniel Franzese, Merritt Wever, Gary Wilmes, Rodrigo Lopresti, Joe Lovano",Strand Releasing,64.0,25.0,44.0,6767.0
1670,78183,11615294,/m/02rlnsz,Narrow Margin,1990,10873237.0,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Gangster Film', 'Action/Adventure', 'Suspense', 'Crime Thriller', 'Action Thrillers', 'Action', 'Film noir']",6.6,10046,Peter Hyams,"Peter Hyams, Earl Felton","Gene Hackman, Anne Archer, James B. Sikking, J.T. Walsh, M. Emmet Walsh, Susan Hogan, Nigel Bennett, J.A. Preston, B.A. ""Smitty"" Smith, Codie Lucas Wilbee, Barbara E. Russell, Barbara Russell, Antony Holland, Doreen Ramos, Kevin McNulty, Andrew Rhodes, Lon Katzman, Dana Still, Lesley Ewen, Barney O'Sullivan, Natino Bellantoni, Lindsay Bourne, Ted Stidder, Robert Rozen, Ron Cummins, Tom McBeath, Harris Yulin, Lesley Ewan",Live Home Video,57.0,14.0,50.0,2812.0
1671,78218,2021218,/m/06fph5,Safe,1995,512245.0,119.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Drama', 'Psychological thriller', 'Indie']",7.1,16454,Todd Haynes,Todd Haynes,"Julianne Moore, Peter Friedman, Xander Berkeley, Susan Norman, Kate McGregor-Stewart, Mary Carver, Steve Gilborn, April Grace, Peter Crombie, Ronnie Farer, Janel Moloney, Allan Wasserman, Lorna Scott, James Le Gros, Steven Gilborn, Jessica Harper, Rio Hackford, Brandon Cruz, Jodie Markell, Martha Velez-Johnson, Chauncey Leopardi, Saachiko, Tim Gardner, Wendy Haynes, Alan Wasserman, Jean Pflieger, Brendan Dolan, John Apicella, Dana Anderson, Wendy Gayle, Cassy Friel, Frank Dent, Sarah Scott Davis, Beth Grant, Jo Wilkinson, Gerrielani Miyazaki, Edith Meeks, Francesca P. Roberts, Elinor O. Caplan, Dean Norris, Julie Burgess, Joe Comando, Mitchell Greenhill, Ravi Achar, Tricia Dong, James Lyons, Eleanor Graham, Mitch Greenhill",Sony Pictures Home Entertainment,86.0,58.0,75.0,6486.0
1672,78253,2396574,/m/0795bw,The Formula,1980,8894289.0,117.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Political thriller', 'Suspense', 'Crime Thriller']",5.6,2804,John G. Avildsen,Steve Shagan,"George C. Scott, Marlon Brando, Marthe Keller, John Gielgud, G.D. Spradlin, Beatrice Straight, Richard Lynch, John Van Dreelen, Robin Clarke, Ike Eisenmann, Marshall Thompson, Dieter Schidor, Werner Kreindl, Jan Niklas, Wolfgang Preiss, Calvin Jung, Alan North, David Byrd, Ferdinand ""Ferdy"" Mayne, Gerry Murphy, Louis Basile, Francisco Prado, Ric Mancini, Weston Gavin, Craig T. Nelson, Jim Breuer, Lavelle Roby, Albert Carrier, Ernie Fuentes, Stephanie Edwards, Tom Hall, Reinhard Kolldehoff, Martin Brandt, Herb Voland",Warner Home Video,30.0,10.0,22.0,1027.0
