Directors;
158. Jean-Pierre Jeunet;
159. Henri-Georges Clouzot;
160. Steve McQueen;
161. John Frankenheimer;
162. John Boorman;
163. Mario Bava;
164. Alexander Payne;
165. John Woo;
166. Tim Burton;
167. James Ivory;
168. Edgar Ulmer;
169. James Gray;
170. Andrzej Wajda;
171. Noah Baumbach;
172. Don Siegel;
173. Robert Aldrich;
174. Frank Borzage;
175. Ang Lee;
176. Roy Andersson;
177. Peter Weir;
178. Chang-dong Lee;
179. Jean Vigo;
180. Spike Jonze;
181. Edward Yang;
182. John McTiernan;
183. Warren Beatty;
184. Satoshi Kon;
185. Fred Zinnemann;
186. Tony Richardson;
187. Zhangke Jia;
188. Joseph Lewis;
189. John Sayles;
190. Danny Boyle;
191. Cristian Mungiu;
192. Peter Bogdanovich;
193. Abel Ferrara;
194. Robert Rossen;
195. Kelly Reichardt;
196. Budd Boetticher;
197. The Wachowskis’;
198. Aki Kaurismäki;
199. Sergio Corbucci;
200. Andrew Dominik;
201. Nicolas Winding Refn;
202. Rouben Mamoulian;
203. Pawel Pawlikowski;
204. Yorgos Lanthimos;
205. Leos Carax;
206. Masaki Kobayashi;
207. Alejandro Jodorowsky;
208. David O. Russell;
209. John Sturges;
210. René Clément;
211. Gaspar Noé;
212. Damien Chazelle;
213. Paul Greengrass;
214. Barry Levinson;
215. Ari Aster;
216. László Nemes;
217. Bong Joon Ho;
218. Sydney Pollack;
219. Denis Villeneuve;
220. Chan-wook Park;
221. Barry Jenkins;
222. Paul Verhoeven;
223. George Roy Hill;
224. The Safdie Brothers;
225. Joanna Hogg;
226. Paolo Sorrentino;
227. Xavier Dolan;
228. Ryan Coogler;
229. Luca Guadagnino;
230. Jack Clayton;
231. Lewis Milestone;
232. Franklin Schaffner;
233. Jonathan Glazer;
234. Edgar Wright;
235. Carroll Ballard;
236. Tom Tykwer;
237. Claire Denis;
238. Asghar Farhadi;
239. Lawrence Kasdan;
240. Kathryn Bigelow;
241. Rob Reiner;
242. Laurence Olivier;
243. Trey Edward Shults;
244. Greta Gerwig;
245. Robert Eggers;
246. Derek Cianfrance;
247. Tom Hooper;
248. Bennett Miller;
249. Jeff Nichols;
250. Kenneth Lonergan;
